id,name,location,description,rating,image,link
1163,Senda Casalina Ecolodge,Palomino,"
El establecimiento Senda Casalina Ecolodge se encuentra en Palomino, a 4 km del centro de la localidad, y ofrece WiFi gratuita y un desayuno diario gratuito que incluye pan casero y café de la Sierra Nevada.
Las habitaciones cuentan con minibar, vistas al jardín, ventilador y baño privado con ducha. También incluyen terraza privada con vistas al mar.
El Senda Casalina Ecolodge alberga un restaurante y ofrece servicio de habitaciones. Además, hay mostrador de información turística.
El aeropuerto Simón Bolívar se encuentra a 1 hora y 15 minutos en coche del Senda Casalina Ecolodge. Se ofrece servicio de enlace por un suplemento. Además, el Senda Casalina Ecolodge se encuentra a 75 km de Santa Marta. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/291715134.jpg?k=864cf7849ab09d00b2e65e698d9fc5cd6d6c0b09ba3587b159381893ff29b2d3&o=,https://www.booking.com/hotel/co/casalina.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=fca776cac23e53f3d0634ad13449ff9b&all_sr_blocks=62587607_310797600_2_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=594&highlighted_blocks=62587607_310797600_2_1_0&hpos=19&no_rooms=1&sr_order=popularity&sr_pri_blocks=62587607_310797600_2_1_0__147000000&srepoch=1622917450&srpvid=bc2181641e2b000f&ucfs=1&sig=v1WqhEq4cY&from=searchresults;highlight_room=#hotelTmpl
1164,Hotel Grand Plaza Corferias,"Teusaquillo, Bogotá","
 Está en nuestra selección para Bogotá.  El Hotel Grand plaza ofrece alojamiento en Bogotá y cuenta con WiFi gratuita, centro de fitness y terraza. Se facilita aparcamiento privado gratuito.
Algunas habitaciones disponen de zona de estar. Todas las habitaciones incluyen TV de pantalla plana y baño privado con artículos de aseo gratuitos y secador de pelo.
La recepción está abierta las 24 horas.
El Hotel Grand plaza se encuentra a 35 metros del centro internacional de exposiciones Corferias y a 2,4 km del estadio El Campín. Asimismo, el Hotel Grand plaza se halla a 9 km del aeropuerto internacional El Dorado. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/278576770.jpg?k=ffdbe50f6c7c8ef7cc35adfc099ad4587660e24bd4f336059692ec6db0fe00d6&o=,https://www.booking.com/hotel/co/grand-plaza.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=fca776cac23e53f3d0634ad13449ff9b&all_sr_blocks=232253001_265050596_2_0_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=595&highlighted_blocks=232253001_265050596_2_0_0&hpos=20&no_rooms=1&sr_order=popularity&sr_pri_blocks=232253001_265050596_2_0_0__80640000&srepoch=1622917450&srpvid=bc2181641e2b000f&ucfs=1&sig=v1DGYKPfol&from=searchresults;highlight_room=#hotelTmpl
1165,Nativo Glamping,Barichara,"
El Nativo Glamping se encuentra en Barichara y ofrece vistas al jardín, restaurante, servicio de habitaciones, bar, jardín y terraza. El tented camp cuenta con WiFi y aparcamiento privado gratuitos.
El baño privado está totalmente equipado e incluye ducha y artículos de aseo gratuitos.
El Nativo Glamping sirve un desayuno americano.
El alojamiento cuenta con bañera de hidromasaje.
En las inmediaciones se puede practicar ciclismo.
El Nativo Glamping se encuentra a 19 km de San Gil y a 22 km de Curití. El aeropuerto más cercano es el aeropuerto internacional de Palonegro, ubicado a 55 km del tented camp. Se ofrece servicio de enlace con el aeropuerto por un suplemento. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/301967761.jpg?k=34c5622a73acf4d281b2e0b503f2ef0d34f058fdc203a758e74140d604656e02&o=,https://www.booking.com/hotel/co/nativo-glamping.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=fca776cac23e53f3d0634ad13449ff9b&all_sr_blocks=447263303_275990387_2_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=596&highlighted_blocks=447263303_275990387_2_1_0&hpos=21&no_rooms=1&sr_order=popularity&sr_pri_blocks=447263303_275990387_2_1_0__206976000&srepoch=1622917450&srpvid=bc2181641e2b000f&ucfs=1&sig=v1BrQ2JM2K&from=searchresults;highlight_room=#hotelTmpl
1166,Hotel Tryp Medellin Estadio,"Laureles - Estadio, Medellín","
El Hotel Tryp Medellin Estadio es un hotel de diseño ubicado a 7 minutos en coche del centro de la ciudad. Ofrece bañera de hidromasaje en la azotea con vistas a la ciudad.
Todas las habitaciones del Hotel Tryp Medellin Estadio tienen una decoración de estilo contemporáneo y cuenta con suelo de madera, baño de mármol, TV de plasma, caja fuerte para ordenador portátil y aire acondicionado.
Hay WiFi gratuita en todas las instalaciones del hotel.
Además, el hotel alberga un bar que sirve bebidas y un restaurante donde se preparan platos locales e internacionales.
El hotel también cuenta con aparcamiento gratuito y recepción abierta las 24 horas. El aeropuerto internacional José María Córdova está a 45 minutos en coche y se ofrece un servicio de enlace con el aeropuerto por un suplemento. El centro de convenciones Plaza Mayor está a 3 km. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/179563769.jpg?k=bec0492d151ef2a47632368d15e5577361f2a5afa0bbc7837ded0f3430a21549&o=,https://www.booking.com/hotel/co/tryp-medellin.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=fca776cac23e53f3d0634ad13449ff9b&all_sr_blocks=30506103_201412173_0_41_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=597&highlighted_blocks=30506103_201412173_0_41_0&hpos=22&no_rooms=1&sr_order=popularity&sr_pri_blocks=30506103_201412173_0_41_0__105300000&srepoch=1622917450&srpvid=bc2181641e2b000f&ucfs=1&sig=v1_T0MINGR&from=searchresults;highlight_room=#hotelTmpl
1167,Hotel Campestre La Tata,Montenegro,"
 Está en nuestra selección para Montenegro.  Esta encantadora casa rural de estilo colonial está rodeada de un parque y cuenta con piscina al aire libre, bañera de hidromasaje, habitaciones con balcón de galería con hamacas privadas y conexión Wi-Fi gratuita.
El Hotel Campestre La Tata se encuentra a 100 metros del célebre parque nacional del Café de Colombia y organiza excursiones guiadas de senderismo a través de las plantaciones de café y plataneros.
Las habitaciones disponen de minibar, TV por cable y zona de estar. Algunas presentan un estilo rústico con suelo de baldosa roja, muebles oscuros de madera y decorativos interiores de ladrillo. Otras cuentan con rústicas paredes blancas y almohadas de colores vivos.
Todos los días se sirve un completo desayuno bufé con frutas tropicales y café de Colombia. El restaurante al aire libre tiene zona de sombra, está rodeado de arbustos con flores y ofrece deliciosos postres con salsas de café.
La Tata está a 20 minutos en coche del centro de Armenia y ofrece servicio de enlace con el aeropuerto El Edén, situado a 40 minutos en coche. Cuenta con aparcamiento privado gratuito. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/288821734.jpg?k=df682268115dcbf7b9601395a11aaa7ef1f6146e4649932b9aeee4f2fbc706d0&o=,https://www.booking.com/hotel/co/finca-la-tata.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=fca776cac23e53f3d0634ad13449ff9b&all_sr_blocks=31324201_310656814_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=598&highlighted_blocks=31324201_310656814_0_1_0&hpos=23&no_rooms=1&sr_order=popularity&sr_pri_blocks=31324201_310656814_0_1_0__142560000&srepoch=1622917450&srpvid=bc2181641e2b000f&ucfs=1&sig=v1rf_oKsZ0&from=searchresults;highlight_room=#hotelTmpl
1168,122 Plaza Apartahotel,"Usaquén, Bogotá","
 Está en nuestra selección para Bogotá.  El Plaza Apartahotel ocupa un edificio de estilo moderno y ofrece apartamentos completamente amueblados con una decoración contemporánea elegante, conexión WiFi gratuita y vistas a la ciudad. El aparcamiento privado está disponible de forma gratuita.
El 122 Plaza Apartahotel está a solo 15 minutos en coche de Usaquén, el distrito de restaurantes y pubs de moda.
Los apartamentos del 122 Plaza presentan interiores amplios y un diseño minimalista con toques de arte contemporáneo.
Los alojamientos incluyen TV de pantalla plana por cable y una cocina sencilla totalmente equipada, con utensilios, microondas y nevera. Algunos apartamentos tienen un solárium.
El restaurante sirve un desayuno con mermeladas regionales y el mundialmente famoso café colombiano.
El World Trade Centre de Bogotá se encuentra a 30 minutos en coche. El establecimiento puede organizar servicios de traslado al aeropuerto internacional El Dorado, situado a 45 minutos en coche. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/167294467.jpg?k=bc68a6af78063f35d550b0cc4766bbd77aa5912fe325570279200dadf9556e56&o=,https://www.booking.com/hotel/co/plaza.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=fca776cac23e53f3d0634ad13449ff9b&all_sr_blocks=31788301_265145149_0_2_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=599&highlighted_blocks=31788301_265145149_0_2_0&hpos=24&no_rooms=1&sr_order=popularity&sr_pri_blocks=31788301_265145149_0_2_0__108000000&srepoch=1622917450&srpvid=bc2181641e2b000f&ucfs=1&sig=v1caeGa1y_&from=searchresults;highlight_room=#hotelTmpl
1169,Selina Quindio,Filandia,"
El Selina Quindio se encuentra en Filandia y cuenta con una piscina al aire libre. Tiene bañera de hidromasaje y servicio de alquiler de bicicletas. Además, se ofrece WiFi gratuita y recepción 24 horas.
Todas las habitaciones del hotel incluyen armario.
Por las mañanas se sirve un desayuno continental en el establecimiento.
Los huéspedes de Selina Quindio podrán disfrutar de actividades en Filandia y sus alrededores, como ciclismo.
Filandia está a 2,5 del alojamiento. El aeropuerto más cercano es el aeropuerto internacional de Matecaña, a 18 km del establecimiento. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/241236166.jpg?k=d2fe0c54f90b7568cacc89ab50a97c524e53368f8a84ff12a144f730727174cd&o=,https://www.booking.com/hotel/co/finca-san-sebastian.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=fca776cac23e53f3d0634ad13449ff9b&all_sr_blocks=204119311_295759077_0_0_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=600&highlighted_blocks=204119311_295759077_0_0_0&hpos=25&no_rooms=1&sr_order=popularity&sr_pri_blocks=204119311_295759077_0_0_0__113693700&srepoch=1622917450&srpvid=bc2181641e2b000f&ucfs=1&sig=v1vpvZqDhV&from=searchresults;highlight_room=#hotelTmpl
1170,Hotel Saint Simon,"Chapinero, Bogotá","
 Está en nuestra selección para Bogotá.  El Hotel Saint Simon se encuentra en la zona rosa de Bogotá, a 2 calles de los centros comerciales Andino y Atlantis, y ofrece WiFi gratuita y un restaurante que sirve desayuno buffet.
Las habitaciones del Hotel Saint Simon disponen de baño privado, minibar y TV LCD vía satélite. Se proporciona servicio de habitaciones.
El hotel cuenta con un centro de negocios y una recepción 24 horas que puede organizar servicio de lavandería y planchado.
El establecimiento se halla a 1,7 km de la zona financiera y a 16 km del aeropuerto internacional El Dorado. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/53643441.jpg?k=1922d3edad328f9f3c20097cc872039b3a63798bdfc4c2e030f7da95e4ce0ad0&o=,https://www.booking.com/hotel/co/saint-simon.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=5d5246247f3d031c1dc0807e11b6fc31&all_sr_blocks=40348801_295655353_0_2_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=610&highlighted_blocks=40348801_295655353_0_2_0&hpos=10&no_rooms=1&sr_order=popularity&sr_pri_blocks=40348801_295655353_0_2_0__79800000&srepoch=1622917515&srpvid=206281859576010c&ucfs=1&sig=v1zBKT90cN&from=searchresults;highlight_room=#hotelTmpl
1171,Hotel Isla Real,Tierra Bomba,"
El Hotel Isla Real se encuentra en Tierra Bomba y dispone de restaurante, piscina al aire libre, bar y salón compartido. El establecimiento cuenta con jardín, zona de playa privada y terraza. Las habitaciones tienen aire acondicionado, vistas al jardín, escritorio y conexión WiFi gratuita.
Las habitaciones del hotel están equipadas con zona de estar. Las habitaciones del Hotel Isla Real disponen de armario y baño privado.
El establecimiento sirve un desayuno americano.
El establecimiento cuenta con karaoke, mostrador de información turística y centro de negocios.
El Hotel Isla Real se encuentra a 27 km de Cartagena de Indias y a 15 km de Barú. El aeropuerto más cercano es el aeropuerto internacional Rafael Núñez, ubicado a 16 km del hotel. Se ofrece servicio gratuito de enlace con el aeropuerto. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/276726545.jpg?k=cfc301b2ab279ce08a76b6055f7ffad8f2ac41caecb99d1654f99c847ab02ffc&o=,https://www.booking.com/hotel/co/isla-real.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=5d5246247f3d031c1dc0807e11b6fc31&all_sr_blocks=220267304_275418202_2_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=611&highlighted_blocks=220267304_275418202_2_1_0&hpos=11&no_rooms=1&sr_order=popularity&sr_pri_blocks=220267304_275418202_2_1_0__215000000&srepoch=1622917515&srpvid=206281859576010c&ucfs=1&sig=v1nCykeoXn&from=searchresults;highlight_room=#hotelTmpl
1172,Hotel Dorado Plaza Bocagrande,"Bocagrande, Cartagena de Indias","
El Hotel Dorado Plaza Bocagrande All Inclusive está muy bien situado en Bocagrande, a 20 minutos en coche del aeropuerto Rafael Núñez. Ofrece regímenes de todo incluido y de solo desayuno.
Alberga 2 restaurantes, el Restaurante Italiano y el Cacique.
Sus habitaciones disponen de 1 cama doble o 2 camas individuales, aire acondicionado regulable, TV por cable y un baño con ducha. Las llamadas nacionales son gratuitas. Algunas habitaciones ofrecen conexión WiFi gratuita.
Hay una piscina, solárium y actividades de animación para niños y adultos.
Se encuentra a 10 minutos en coche del centro histórico de Cartagena. 
",2,https://cf.bstatic.com/xdata/images/hotel/square600/243306134.jpg?k=8e6c798d662229edee0f06dfb13903c3b945ffa35cf7be6936f8e743127a5d9a&o=,https://www.booking.com/hotel/co/dorado-plaza.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=5d5246247f3d031c1dc0807e11b6fc31&all_sr_blocks=25766230_295540188_2_41_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=612&highlighted_blocks=25766230_295540188_2_41_0&hpos=12&no_rooms=1&sr_order=popularity&sr_pri_blocks=25766230_295540188_2_41_0__185400000&srepoch=1622917515&srpvid=206281859576010c&ucfs=1&sig=v1xmoeNU7W&from=searchresults;highlight_room=#hotelTmpl
1173,Hotel Plaza del Lili,Cali,"
 Está en nuestra selección para Cali.  El Hotel Plaza del Lili se encuentra en Cali, a 8 km de la plaza de toros de Cañaveralejo, y ofrece vistas a la ciudad. Cuenta con recepción 24 horas, servicio de habitaciones y WiFi gratuita en todas las instalaciones. El hotel dispone de habitaciones familiares.
Las habitaciones incluyen escritorio, TV de pantalla plana y baño privado. Las habitaciones del Hotel Plaza del Lili tienen aire acondicionado y armario.
El alojamiento ofrece un desayuno continental o a la carta.
El Hotel Plaza del Lili alberga un solárium.
El hotel se encuentra a 10 km del parque Panamericano y de la catedral de San Pedro. El aeropuerto más cercano es el aeropuerto internacional Alfonso Bonilla Aragón, situado a 23 km del Hotel Plaza del Lili. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/222273528.jpg?k=967fd35e7a92ac043f51a2659383f70a9043b29618d855074eee2e67e653583d&o=,https://www.booking.com/hotel/co/plaza-del-lili.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=5d5246247f3d031c1dc0807e11b6fc31&all_sr_blocks=446359105_207775735_2_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=613&highlighted_blocks=446359105_207775735_2_1_0&hpos=13&no_rooms=1&sr_order=popularity&sr_pri_blocks=446359105_207775735_2_1_0__89760000&srepoch=1622917515&srpvid=206281859576010c&ucfs=1&sig=v1NiGjOYLd&from=searchresults;highlight_room=#hotelTmpl
1174,Decameron Aquarium - All Inclusive,San Andrés,"
Este complejo de playa consta de habitaciones en edificios circulares, construidos sobre el mar. Todas las habitaciones tienen balcón privado. Además hay 6 restaurantes y una piscina situada a 100 metros de la playa.
El Hotel Decameron Aquarium ofrece tratamientos de spa y excursiones para practicar buceo. La zona comercial de San Andrés está a 10 minutos a pie.
Las habitaciones del Decameron Aquarium tienen mucha luz y cuentan con aire acondicionado, TV por cable y baño privado con artículos de aseo.
Por las mañanas se sirve un desayuno completo con frutas tropicales y café colombiano. Los huéspedes también pueden disfrutar de una cena a la carta en los restaurantes La Barracuda y La Bruja.
El establecimiento ofrece servicios de cambio de divisa y de enlace con el aeropuerto Gustavo Rojas Pinilla, situado a 3 km. 
",2,https://cf.bstatic.com/xdata/images/hotel/square600/115856973.jpg?k=ffab8faeb45dc485565aa454bdbb99029fa65b44c4c0adb4555f6e12931f34eb&o=,https://www.booking.com/hotel/co/decameron-aquarium.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=5d5246247f3d031c1dc0807e11b6fc31&all_sr_blocks=34712101_107777791_2_85_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=614&highlighted_blocks=34712101_107777791_2_85_0&hpos=14&no_rooms=1&sr_order=popularity&sr_pri_blocks=34712101_107777791_2_85_0__551378000&srepoch=1622917515&srpvid=206281859576010c&ucfs=1&sig=v1Aym3dj-b&from=searchresults;highlight_room=#hotelTmpl
1175,Hotel Vivre,"Laureles - Estadio, Medellín","
 Está en nuestra selección para Medellín.  El Hotel Vivre se encuentra a 900 metros de la avenida 70 de Medellín y alberga restaurante y bar. Todos los días se sirve desayuno americano.
Las habitaciones incluyen aire acondicionado, TV de pantalla plana, hervidor y baño privado con ducha. Algunas cuentan con zona de estar. Hay artículos de aseo gratuitos y secador de pelo.
El establecimiento dispone de recepción las 24 horas.
El Hotel Vivre está a 1,6 km de Pueblito Paisa, a 5 km del parque El Poblado y a 3 km del aeropuerto Olaya Herrera. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/204934254.jpg?k=473f0e90e81a36842c6ca34b19f4e0aa8e9368d3154b71f8f9fe8cfdbb1634d4&o=,https://www.booking.com/hotel/co/vivre.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=5d5246247f3d031c1dc0807e11b6fc31&all_sr_blocks=170576902_200011078_2_41_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=615&highlighted_blocks=170576902_200011078_2_41_0&hpos=15&no_rooms=1&sr_order=popularity&sr_pri_blocks=170576902_200011078_2_41_0__77748000&srepoch=1622917515&srpvid=206281859576010c&ucfs=1&sig=v1gxJhM879&from=searchresults;highlight_room=#hotelTmpl
1176,Hotel Plaza 43,"Centro histórico, Barranquilla","
El Hotel Plaza 43 goza de una buena ubicación en el centro histórico de Barranquilla, a 800 metros del centro comercial Continental, a 1,6 km del centro comercial Miami y a 7 km del centro comercial Gran Boulevard. El establecimiento cuenta con restaurante, recepción 24 horas, servicio de habitaciones y WiFi gratuita en todas las instalaciones. Se ofrece aparcamiento privado por un suplemento.
Todos los días se sirve un desayuno americano en el hotel.
El Hotel Plaza 43 está cerca de lugares de interés populares, como el parque cultural Del Caribe, la plaza de la Aduana y la estación de Montoya. El aeropuerto más cercano es el aeropuerto internacional Ernesto Cortissoz, a 11 km del alojamiento. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/249894188.jpg?k=315eb07740032e7472440890af2c2c75c612629275997a9597ab3b4e796ff5a2&o=,https://www.booking.com/hotel/co/plaza-43.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=5d5246247f3d031c1dc0807e11b6fc31&all_sr_blocks=173535422_243465215_2_0_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=616&highlighted_blocks=173535422_243465215_2_0_0&hpos=16&no_rooms=1&sr_order=popularity&sr_pri_blocks=173535422_243465215_2_0_0__39912000&srepoch=1622917515&srpvid=206281859576010c&ucfs=1&sig=v1aSpx30Ho&from=searchresults;highlight_room=#hotelTmpl
1177,Madisson Inn Hotel & Luxury Suites,"Chapinero, Bogotá","
 Está en nuestra selección para Bogotá.  El Madisson Inn Hotel & Luxury Suites ofrece habitación y suites de lujo con TV vía satélite y WiFi gratuita y se encuentra en el distrito El Chico, a poca distancia a pie del parque de la 93 y los distritos financieros, de ocio y de las embajadas.
Las habitaciones del Madisson Inn Hotel & Luxury Suites disponen de cama extragrande y baño de mármol con ducha de chorros o bañera de hidromasaje. Algunas tienen terraza con vistas a la ciudad o a las montañas.
El hotel alberga un centro de fitness y un spa equipado con sauna privada, baño de vapor y sala de masajes.
El restaurante del establecimiento, el Bambú, sirve especialidades locales y platos internacionales todos los días. El Bambú también ofrece una amplia carta de vinos y cócteles. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/216608446.jpg?k=9be2cc6e4753d7311a664d13a12183972568bedb22acfa0d818b190eaea1ac06&o=,https://www.booking.com/hotel/co/suites-grand-house.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=5d5246247f3d031c1dc0807e11b6fc31&all_sr_blocks=24047403_189271487_2_2_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=617&highlighted_blocks=24047403_189271487_2_2_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=24047403_189271487_2_2_0__97500000&srepoch=1622917515&srpvid=206281859576010c&ucfs=1&sig=v190uQGW12&from=searchresults;highlight_room=#hotelTmpl
1178,Malik Hotel Boutique,Cali,"
 Está en nuestra selección para Cali.  El Malik Hotel Boutique se encuentra en Cali, a 7 km de la plaza de toros de Cañaveralejo, y ofrece habitaciones con aire acondicionado y jardín. Ofrece servicio de habitaciones y terraza. Cuenta con piscina al aire libre, conexión Wi-Fi gratuita y aparcamiento privado gratuito.
Todos los alojamientos del hotel están equipados con TV de pantalla plana. Las habitaciones del Malik Hotel Boutique disponen de baño privado.
El establecimiento sirve un desayuno continental o buffet.
El Malik Hotel Boutique alberga una sauna.
El personal de la recepción 24 horas habla inglés, francés y español.
El hotel está a 9 km del parque Panamericano y a 12 km del teatro Jorge Isaacs. El aeropuerto más cercano es el aeropuerto internacional Alfonso Bonilla Aragón, ubicado a 25 km del Malik Hotel Boutique. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/164582247.jpg?k=f46506c4bc742a8cb052cd97e16da422dd81329d6e4bb2f46860e5d242d230e2&o=,https://www.booking.com/hotel/co/malik-apartahotel-boutique.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=5d5246247f3d031c1dc0807e11b6fc31&all_sr_blocks=403046408_220940810_2_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=618&highlighted_blocks=403046408_220940810_2_1_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=403046408_220940810_2_1_0__96180600&srepoch=1622917515&srpvid=206281859576010c&ucfs=1&sig=v1tYdh5XLK&from=searchresults;highlight_room=#hotelTmpl
